,n,scheduler,st_1,st_2,st_3,wt_1,wt_2,wt_3,tat_1,tat_2,tat_3
1358,679001,rr,1.1,5.6,7.6,155705.500001,1219.1,1174.7,521759.1,1553.3,1561.7
1359,679001,fcfs,0.7,54375.0,55880.3,0.7,54375.0,55880.3,54367.4,55879.3,57865.3
1360,680001,rr,0.8,4.2,6.4,196950.800002,837.6,909.9,708665.6,1164.8,1170.6
1361,680001,fcfs,0.8,81217.4,82624.8,0.8,81217.4,82624.8,81211.3,82623.4,84339.3
1362,681001,rr,1.3,5.3,7.4,186869.900001,1462.0,1390.3,658814.6,1879.6,1782.9
1363,681001,fcfs,1.0,97657.7,98976.5,1.0,97657.7,98976.5,97651.6,98975.5,100963.4
1364,682001,rr,1.1,5.4,7.6,137026.000001,747.0,1096.2,479549.9,997.4,1486.1
1365,682001,fcfs,0.8,73681.1,75510.7,0.8,73681.1,75510.7,73674.7,75509.8,77544.9
1366,683001,rr,1.1,5.2,7.6,137216.100002,1096.7,1080.7,520480.9,1402.8,1403.5
1367,683001,fcfs,1.2,65749.2,67623.7,1.2,65749.2,67623.7,65742.6,67622.8,68882.3
1368,684001,rr,0.8,4.3,6.5,150265.000001,975.3,917.8,511456.3,1293.7,1279.6
1369,684001,fcfs,1.2,92251.2,93415.7,1.2,92251.2,93415.7,92245.5,93414.7,94655.6
1370,685001,rr,1.1,5.2,7.2,122675.500001,905.6,970.3,446769.9,1256.8,1250.7
1371,685001,fcfs,1.0,87628.7,88976.9,1.0,87628.7,88976.9,87622.3,88935.1,90765.9
1372,686001,rr,1.2,5.6,7.8,167600.600002,1042.0,1028.8,584324.1,1372.4,1388.6
1373,686001,fcfs,0.8,61944.6,63872.8,0.8,61944.6,63872.8,61937.9,63871.8,65505.6
1374,687001,rr,1.0,5.2,8.1,196175.100003,992.4,818.8,710524.2,1288.8,1283.1
1375,687001,fcfs,0.7,112519.2,113650.5,0.7,112519.2,113650.5,112512.5,113649.4,114920.6
1376,688001,rr,0.8,4.3,6.5,161654.300001,766.0,723.7,596179.0,1084.8,1092.3
1377,688001,fcfs,0.7,75793.9,77371.3,0.7,75793.9,77371.3,75787.9,77370.4,79281.8
1378,689001,rr,0.8,4.2,6.4,134221.6,1270.1,759.4,464328.6,1843.3,977.2
1379,689001,fcfs,0.8,73232.3,74690.5,0.8,73232.3,74690.5,73225.8,74689.3,76381.2
1380,690001,rr,9.3,13.2,15.4,146445.300001,868.2,867.6,515665.6,1114.6,1178.5
1381,690001,fcfs,0.8,84011.1,85441.9,0.8,84011.1,85441.9,84005.1,85441.1,86671.6
1382,691001,rr,0.8,4.4,6.2,142512.700001,952.1,1026.5,511797.4,1305.2,1323.5
1383,691001,fcfs,0.8,68252.0,69703.4,0.8,68252.0,69703.4,68245.4,69702.4,71250.2
1384,692001,rr,0.8,4.3,6.5,89853.300001,975.8,971.4,336392.6,1311.0,1316.0
1385,692001,fcfs,0.8,80374.0,82227.5,0.8,80374.0,82227.5,80367.6,82226.7,83958.4
1386,693001,rr,0.9,4.0,6.2,186197.200002,909.3,848.4,658593.9,1253.4,1246.3
1387,693001,fcfs,0.7,68556.0,70444.8,0.7,68556.0,70444.8,68548.6,70443.6,72592.1
1388,694001,rr,0.8,4.3,6.5,188485.700001,787.4,841.7,650307.7,1095.7,1081.4
1389,694001,fcfs,0.8,65397.6,66789.5,0.8,65397.6,66789.5,65389.7,66788.0,68100.3
1390,695001,rr,0.7,4.0,6.3,154947.300001,922.2,989.8,569040.0,1283.9,1270.9
1391,695001,fcfs,0.9,76599.3,78313.9,0.9,76599.3,78313.9,76581.8,78313.0,79951.1
1392,696001,rr,0.9,4.3,6.6,136403.000001,992.3,988.9,473046.3,1361.2,1368.5
1393,696001,fcfs,0.8,57742.2,59356.2,0.8,57742.2,59356.2,57736.4,59355.4,60976.0
1394,697001,rr,0.8,4.0,6.2,274368.6,888.5,892.8,980021.4,1138.0,1303.7
1395,697001,fcfs,1.4,59825.5,61156.9,1.4,59825.5,61156.9,59819.6,61156.0,63172.4
1396,698001,rr,0.8,4.3,6.6,252778.299999,861.4,934.7,905648.3,1127.9,1263.8
1397,698001,fcfs,0.9,71160.3,72890.4,0.9,71160.3,72890.4,71154.2,72889.5,74439.9
1398,699001,rr,1.0,5.0,8.9,159611.100001,903.8,896.3,567962.8,1228.8,1229.3
1399,699001,fcfs,0.8,64118.8,65744.5,0.8,64118.8,65744.5,64109.2,65743.4,67279.2
1400,700001,rr,0.9,5.2,7.4,114666.400001,706.0,819.3,415369.1,954.2,1295.8
1401,700001,fcfs,0.9,67118.6,69030.3,0.9,67118.6,69030.3,67110.5,69029.3,71008.8
1402,701001,rr,0.9,4.5,6.7,120213.400001,869.9,806.5,436098.9,1211.6,1055.1
1403,701001,fcfs,0.9,81012.8,82317.8,0.9,81012.8,82317.8,81006.0,82316.9,83803.6
1404,702001,rr,0.9,4.4,14.4,128816.900001,1177.6,1192.8,462843.2,1563.7,1557.1
1405,702001,fcfs,1.0,73362.8,74567.8,1.0,73362.8,74567.8,73356.6,74566.7,75603.9
1406,703001,rr,0.9,4.3,6.6,105561.500001,860.6,898.6,396540.0,1144.8,1153.4
1407,703001,fcfs,0.8,83458.2,84863.8,0.8,83458.2,84863.8,83448.6,84862.8,86042.8
1408,704001,rr,0.8,3.9,6.1,123904.100001,723.6,745.9,456177.3,1020.4,1017.0
1409,704001,fcfs,0.8,87506.9,88844.2,0.8,87506.9,88844.2,87497.8,88843.0,90267.9
1410,705001,rr,0.7,4.3,6.5,105619.500001,1103.9,1108.4,399014.1,1451.1,1462.3
1411,705001,fcfs,1.3,61412.8,63204.2,1.3,61412.8,63204.2,61406.6,63203.2,64435.6
1412,706001,rr,1.0,5.4,7.6,120073.400001,829.4,749.3,427842.2,1061.9,1104.7
1413,706001,fcfs,0.8,105452.6,107124.8,0.8,105452.6,107124.8,105445.5,107124.0,108879.8
1414,707001,rr,0.8,4.5,7.1,138847.400001,911.4,884.8,503220.1,1159.4,1154.2
1415,707001,fcfs,0.8,79415.9,81079.3,0.8,79415.9,81079.3,79409.9,81032.6,82931.6
1416,708001,rr,1.0,5.6,7.9,148030.200001,892.1,1073.3,529881.5,1413.9,1401.8
1417,708001,fcfs,1.1,83167.0,84490.8,1.1,83167.0,84490.8,83160.9,84490.0,86282.6
1418,709001,rr,0.9,4.3,6.7,111445.800001,813.2,906.5,408755.4,1184.9,1182.5
1419,709001,fcfs,0.8,96173.4,97703.9,0.8,96173.4,97703.9,96165.6,97702.9,98911.2
1420,710001,rr,0.8,4.2,6.4,111351.700001,854.2,780.8,398773.3,1166.4,999.6
1421,710001,fcfs,0.8,56687.8,58334.1,0.8,56687.8,58334.1,56681.6,58333.4,60000.9
1422,711001,rr,0.9,4.4,6.6,126795.300001,887.8,844.3,464486.8,1153.4,1155.6
1423,711001,fcfs,0.7,79181.1,80946.6,0.7,79181.1,80946.6,79174.1,80945.8,82599.1
1424,712001,rr,1.0,5.3,7.4,168770.100002,835.7,836.6,618953.0,1153.8,1157.5
1425,712001,fcfs,0.8,83637.0,84755.4,0.8,83637.0,84755.4,83631.0,84754.5,86142.3
1426,713001,rr,1.0,5.0,7.4,168767.200001,824.4,839.2,621560.8,1077.0,1084.3
1427,713001,fcfs,0.7,103852.7,105444.4,0.7,103852.7,105444.4,103844.4,105443.4,106951.1
1428,714001,rr,0.8,4.1,6.4,172233.400001,798.8,932.6,605906.6,1045.7,1228.3
1429,714001,fcfs,0.9,90824.5,92075.8,0.9,90824.5,92075.8,90817.2,92073.9,94058.4
1430,715001,rr,1.0,5.2,7.3,184079.400002,906.7,950.5,668399.0,1286.4,1294.0
1431,715001,fcfs,2.3,141572.7,142623.7,2.3,141572.7,142623.7,141565.8,142622.3,143834.5
1432,716001,rr,0.8,4.3,6.6,176621.900001,847.3,1181.2,625617.2,1157.1,1655.5
1433,716001,fcfs,1.1,60365.6,62126.1,1.1,60365.6,62126.1,60357.9,62125.0,63741.3
1434,717001,rr,1.2,5.3,7.8,140138.900001,744.8,1007.7,521873.4,1043.0,1334.3
1435,717001,fcfs,0.9,67943.8,69446.3,0.9,67943.8,69446.3,67940.8,69445.3,71289.0
1436,718001,rr,0.9,4.2,6.4,122377.200001,945.6,867.6,438567.1,1293.1,1147.1
1437,718001,fcfs,0.9,54647.7,56415.6,0.9,54647.7,56415.6,54640.3,56343.4,58152.8
1438,719001,rr,0.8,4.2,6.5,127725.300001,1141.1,922.1,469485.5,1513.2,1518.3
1439,719001,fcfs,0.8,87550.2,88984.8,0.8,87550.2,88984.8,87542.2,88983.8,90549.0
1440,720001,rr,0.9,5.4,7.7,191707.700001,1067.9,1167.1,653820.4,1390.7,1542.6
1441,720001,fcfs,1.1,64264.6,65753.5,1.1,64264.6,65753.5,64257.9,65751.6,66962.7
1442,721001,rr,1.0,5.6,7.6,156232.400001,870.0,925.7,531346.3,1125.6,1360.3
1443,721001,fcfs,0.9,79268.1,80922.3,0.9,79268.1,80922.3,79260.6,80921.4,82569.6
1444,722001,rr,0.8,5.5,7.5,138152.000001,991.8,1085.4,488993.7,1281.5,1485.0
1445,722001,fcfs,0.8,91504.7,93066.4,0.8,91504.7,93066.4,91497.7,93064.8,94319.1
1446,723001,rr,0.8,4.1,6.3,144286.0,685.7,903.3,492278.8,916.8,1353.4
1447,723001,fcfs,1.4,85230.6,86645.9,1.4,85230.6,86645.9,85223.8,86644.7,88254.3
1448,724001,rr,1.0,5.0,7.3,122770.000001,903.4,863.7,445205.3,1255.3,1113.3
1449,724001,fcfs,1.3,89200.3,90202.9,1.3,89200.3,90202.9,89191.3,90201.3,91799.9
1450,725001,rr,1.2,6.1,8.2,151327.800002,1030.0,1124.4,570501.1,1449.9,1553.5
1451,725001,fcfs,0.8,98931.1,100292.9,0.8,98931.1,100292.9,98923.6,100291.4,101570.5
1452,726001,rr,1.4,7.1,9.3,140192.000001,1005.9,971.6,499707.0,1290.1,1276.2
1453,726001,fcfs,1.2,85116.9,87071.9,1.2,85116.9,87071.9,85109.6,87070.5,88846.8
1454,727001,rr,1.3,6.3,8.6,113428.7,978.9,886.2,413940.5,1254.5,1247.6
1455,727001,fcfs,1.1,70990.7,72671.2,1.1,70990.7,72671.2,70984.1,72670.2,74534.7
1456,728001,rr,1.1,5.4,7.6,123345.000001,817.3,806.0,455770.4,1053.8,1050.9
1457,728001,fcfs,0.9,94266.2,95841.4,0.9,94266.2,95841.4,94254.5,95839.6,97037.4
1458,729001,rr,0.8,4.3,6.5,162303.100002,929.8,891.9,604577.5,1196.0,1200.1
1459,729001,fcfs,1.2,113792.2,115339.2,1.2,113792.2,115339.2,113785.5,115338.3,117032.2
1460,730001,rr,1.0,5.3,7.5,104905.100001,890.4,778.1,393490.8,1138.9,1124.3
1461,730001,fcfs,0.9,97670.3,99023.6,0.9,97670.3,99023.6,97660.3,99021.3,100145.7
1462,731001,rr,0.8,4.4,6.6,150896.300001,606.8,815.7,533316.5,898.5,1053.4
1463,731001,fcfs,2.4,81893.7,83226.8,2.4,81893.7,83226.8,81887.3,83226.1,84778.0
1464,732001,rr,0.7,5.2,7.3,163746.300002,826.0,617.4,597162.6,1104.9,1109.0
1465,732001,fcfs,1.1,85759.6,87148.3,1.1,85759.6,87148.3,85752.1,87147.0,88325.0
1466,733001,rr,0.9,5.5,7.8,164007.800002,993.9,955.2,633621.8,1251.2,1241.8
1467,733001,fcfs,1.0,117941.9,119463.8,1.0,117941.9,119463.8,117933.7,119463.0,120878.2
1468,734001,rr,1.6,5.7,7.8,140103.100001,1746.9,1360.0,509715.7,2403.9,1863.9
1469,734001,fcfs,0.8,93736.7,95516.3,0.8,93736.7,95516.3,93733.5,95515.5,97318.0
1470,735001,rr,1.1,16.3,18.6,194133.600001,709.5,819.5,698293.1,1032.6,1045.8
1471,735001,fcfs,0.7,131421.4,132734.3,0.7,131421.4,132734.3,131415.2,132732.9,134276.3
1472,736001,rr,1.5,6.0,8.7,145004.500001,1061.6,900.1,532473.0,1467.8,1173.6
1473,736001,fcfs,1.0,63576.9,65096.9,1.0,63576.9,65096.9,63571.1,65095.8,67134.4
1474,737001,rr,0.9,4.3,6.5,115271.500001,855.2,832.2,440756.5,1095.4,1101.3
1475,737001,fcfs,0.8,84019.3,85928.2,0.8,84019.3,85928.2,84012.1,85927.4,87617.0
1476,738001,rr,0.9,4.4,6.6,103928.700001,920.1,884.6,393890.5,1187.8,1193.5
1477,738001,fcfs,0.8,80250.4,81819.3,0.8,80250.4,81819.3,80244.5,81817.9,83655.2
1478,739001,rr,0.8,4.3,6.5,90390.5,959.3,1043.5,337055.5,1318.5,1291.5
1479,739001,fcfs,0.7,71618.8,73525.3,0.7,71618.8,73525.3,71612.5,73524.3,75445.0
1480,740001,rr,0.8,4.4,6.6,194569.900001,838.2,825.3,687308.4,1098.4,1100.7
1481,740001,fcfs,0.8,64473.6,66233.8,0.8,64473.6,66233.8,64466.7,66232.5,68373.8
1482,741001,rr,0.8,16.8,19.1,105763.500001,885.1,1008.2,400065.3,1390.3,1397.9
1483,741001,fcfs,0.8,129979.8,131177.0,0.8,129979.8,131177.0,129973.7,131175.7,132635.1
1484,742001,rr,1.4,5.5,7.8,195644.600002,679.2,1088.0,700225.3,1021.6,1485.6
1485,742001,fcfs,0.9,83337.1,85032.3,0.9,83337.1,85032.3,83330.8,85031.3,86678.2
1486,743001,rr,0.8,4.3,6.5,262567.599998,823.8,888.0,960850.2,1158.1,1165.3
1487,743001,fcfs,0.8,113605.1,115312.6,0.8,113605.1,115312.6,113598.4,115311.9,116787.5
1488,744001,rr,0.8,4.2,6.4,202033.200002,814.8,950.7,707169.1,1052.6,1286.5
1489,744001,fcfs,0.9,97530.0,98789.0,0.9,97530.0,98789.0,97521.8,98786.6,99854.0
1490,745001,rr,1.1,4.8,6.9,132788.900001,1592.7,1615.2,464898.4,2022.9,2087.5
1491,745001,fcfs,0.8,84651.8,85947.6,0.8,84651.8,85947.6,84645.3,85946.6,87406.3
1492,746001,rr,1.5,6.4,9.8,199201.400002,932.0,876.9,697125.1,1214.4,1206.7
1493,746001,fcfs,0.8,63707.7,65554.4,0.8,63707.7,65554.4,63699.0,65541.1,66845.8
1494,747001,rr,0.9,4.5,6.7,135369.3,801.1,780.7,475366.7,1058.5,1053.0
1495,747001,fcfs,0.9,90499.6,91926.7,0.9,90499.6,91926.7,90492.9,91925.3,93786.1
1496,748001,rr,1.2,5.7,7.8,208078.600001,964.0,954.7,702980.9,1257.1,1247.9
1497,748001,fcfs,0.7,64383.6,66139.8,0.7,64383.6,66139.8,64377.4,66138.9,68204.5
1498,749001,rr,1.2,4.6,6.8,280106.300001,682.9,777.8,957882.6,988.2,998.8
1499,749001,fcfs,0.8,83077.0,84242.0,0.8,83077.0,84242.0,83072.4,84241.0,85523.3
1500,750001,rr,1.1,5.6,8.0,119215.200001,1058.5,1056.8,445863.8,1369.7,1373.6
1501,750001,fcfs,0.8,96716.8,98231.6,0.8,96716.8,98231.6,96710.7,98228.5,99768.6
1502,751001,rr,0.9,4.2,6.4,138079.600001,939.4,983.1,494501.6,1313.2,1251.6
1503,751001,fcfs,0.8,96444.2,98258.7,0.8,96444.2,98258.7,96438.0,98257.6,100042.1
1504,752001,rr,0.8,4.1,6.3,212114.700002,1004.7,963.4,741410.6,1270.0,1277.4
1505,752001,fcfs,0.8,92308.8,94025.3,0.8,92308.8,94025.3,92302.3,94024.5,95715.5
1506,753001,rr,0.9,4.3,6.5,133794.400001,787.8,984.8,480172.3,1091.7,1323.6
1507,753001,fcfs,0.8,87903.2,89056.2,0.8,87903.2,89056.2,87896.0,89055.4,90172.1
1508,754001,rr,1.1,5.0,8.6,156985.100002,865.2,856.0,582928.1,1114.1,1119.7
1509,754001,fcfs,1.0,79096.4,80932.2,1.0,79096.4,80932.2,79089.4,80931.4,82820.3
1510,755001,rr,0.9,4.4,6.6,191277.000002,801.0,1046.9,676341.9,1163.9,1340.9
1511,755001,fcfs,0.8,74567.8,76147.1,0.8,74567.8,76147.1,74557.3,76145.6,77279.0
1512,756001,rr,0.8,4.0,6.3,140326.9,753.7,920.3,487818.7,1019.4,1210.0
1513,756001,fcfs,0.8,81989.1,83770.7,0.8,81989.1,83770.7,81982.3,83769.4,85363.4
1514,757001,rr,1.1,5.4,7.5,184279.000001,680.7,815.0,644137.2,958.2,1098.3
1515,757001,fcfs,1.0,94443.0,95711.4,1.0,94443.0,95711.4,94432.1,95709.2,96895.8
1516,758001,rr,0.8,4.3,6.5,145415.500001,870.5,792.5,506142.6,1173.9,1042.3
1517,758001,fcfs,0.8,104430.9,105555.1,0.8,104430.9,105555.1,104424.8,105554.0,106584.1
1518,759001,rr,0.8,4.2,6.4,235574.6,732.5,812.5,874336.1,1046.9,1058.4
1519,759001,fcfs,0.7,93104.8,94482.8,0.7,93104.8,94482.8,93096.1,94481.8,96309.9
1520,760001,rr,1.2,5.4,7.7,117623.600001,954.1,945.4,431844.6,1367.0,1212.0
1521,760001,fcfs,0.8,95953.4,97226.7,0.8,95953.4,97226.7,95946.5,97225.8,98888.5
1522,761001,rr,0.8,4.2,6.4,105866.0,972.2,830.4,387722.9,1260.5,1257.8
1523,761001,fcfs,0.9,93794.7,95685.0,0.9,93794.7,95685.0,93785.5,95683.2,96852.2
1524,762001,rr,1.0,4.4,6.6,198513.100002,790.1,848.7,707697.8,1106.1,1097.2
1525,762001,fcfs,1.0,70172.1,71897.2,1.0,70172.1,71897.2,70164.6,71896.2,73659.2
1526,763001,rr,1.1,5.2,7.5,140412.300001,951.1,1066.0,525703.0,1262.6,1381.4
1527,763001,fcfs,0.9,73050.6,74668.0,0.9,73050.6,74668.0,73044.1,74667.0,76397.2
1528,764001,rr,1.3,5.4,7.9,132144.000001,1243.5,1076.3,477554.9,1646.3,1366.7
1529,764001,fcfs,0.8,81608.3,82753.7,0.8,81608.3,82753.7,81601.2,82752.3,84108.3
1530,765001,rr,0.8,4.3,6.5,125724.500001,832.6,917.4,465548.8,1034.7,1357.4
1531,765001,fcfs,1.0,88360.3,89601.9,1.0,88360.3,89601.9,88353.7,89600.9,90822.2
1532,766001,rr,0.8,4.4,6.6,119733.500001,890.7,827.1,448885.0,1222.1,1219.9
1533,766001,fcfs,0.9,83238.6,84535.3,0.9,83238.6,84535.3,83232.6,84534.2,86373.7
1534,767001,rr,1.0,4.7,6.8,122671.500001,823.0,728.1,445519.7,1053.6,1058.5
1535,767001,fcfs,1.0,44927.8,46584.1,1.0,44927.8,46584.1,44919.9,46396.8,48027.9
1536,768001,rr,0.9,4.5,6.8,113741.700001,767.2,787.9,419912.1,985.9,1124.7
1537,768001,fcfs,0.7,82084.2,83959.6,0.7,82084.2,83959.6,82078.0,83920.8,85506.7
1538,769001,rr,0.8,4.1,6.3,179472.400002,824.6,843.7,660148.4,1137.1,1144.5
1539,769001,fcfs,1.3,80965.4,82310.3,1.3,80965.4,82310.3,80956.3,82308.4,83463.6
1540,770001,rr,0.9,4.1,6.3,173189.900001,857.9,863.5,620975.1,1138.0,1141.9
1541,770001,fcfs,0.8,91894.7,93208.3,0.8,91894.7,93208.3,91885.2,93207.3,94412.1
1542,771001,rr,0.9,4.4,6.6,178221.400001,644.3,719.9,640094.5,851.8,1037.6
1543,771001,fcfs,0.8,82314.3,83536.3,0.8,82314.3,83536.3,82305.0,83534.7,84678.8
1544,772001,rr,0.8,4.2,6.4,129770.400001,926.3,900.9,486773.5,1247.4,1244.1
1545,772001,fcfs,0.8,83228.9,84965.9,0.8,83228.9,84965.9,83224.1,84965.1,86942.6
1546,773001,rr,0.8,4.1,6.3,140948.500001,738.4,908.4,503887.4,1072.0,1228.0
1547,773001,fcfs,0.8,83745.9,85795.5,0.8,83745.9,85795.5,83737.8,85794.4,87422.9
1548,774001,rr,0.8,17.0,19.2,124443.600001,741.2,855.0,449960.6,1188.6,1183.2
1549,774001,fcfs,0.9,72043.3,73791.9,0.9,72043.3,73791.9,72035.9,73790.9,75509.2
1550,775001,rr,0.8,4.5,6.7,123660.700001,1028.2,922.5,455160.8,1376.5,1241.8
1551,775001,fcfs,1.0,81412.1,82864.3,1.0,81412.1,82864.3,81402.8,82863.4,84112.6
1552,776001,rr,1.0,6.0,8.2,124303.400001,817.4,739.5,443675.7,1062.1,1058.0
1553,776001,fcfs,0.8,72451.8,73807.6,0.8,72451.8,73807.6,72445.1,73806.6,75411.8
1554,777001,rr,0.8,4.2,6.4,152014.400001,878.2,818.6,528231.3,1209.3,1058.4
1555,777001,fcfs,1.1,83071.1,84275.1,1.1,83071.1,84275.1,83064.4,84273.9,85423.3
1556,778001,rr,0.9,5.6,7.8,179072.200001,942.2,921.1,624664.9,1464.4,1301.1
1557,778001,fcfs,0.8,110030.1,111713.3,0.8,110030.1,111713.3,110023.6,111712.3,113231.1
1558,779001,rr,1.0,5.0,7.2,155937.000002,849.9,828.7,566426.0,1123.2,1110.0
1559,779001,fcfs,1.0,93648.2,95087.2,1.0,93648.2,95087.2,93640.2,95086.1,96466.3
1560,780001,rr,0.9,4.2,6.5,140522.400001,851.9,676.6,520490.3,1106.9,1113.2
1561,780001,fcfs,0.8,100799.3,102197.0,0.8,100799.3,102197.0,100793.2,102196.0,103440.5
1562,781001,rr,0.8,4.3,6.5,170490.700001,881.8,689.6,614350.8,1177.7,1164.6
1563,781001,fcfs,1.0,85258.4,87044.7,1.0,85258.4,87044.7,85252.0,87043.9,88962.8
1564,782001,rr,1.4,5.4,7.5,182509.600001,909.0,834.9,648566.6,1176.9,1167.0
1565,782001,fcfs,0.9,92783.0,94195.1,0.9,92783.0,94195.1,92776.3,94193.5,95916.6
1566,783001,rr,0.9,4.3,6.6,134641.500001,867.3,851.0,484287.5,1143.2,1137.0
1567,783001,fcfs,1.0,89346.6,91145.3,1.0,89346.6,91145.3,89340.4,91144.3,92417.1
1568,784001,rr,1.4,5.8,8.4,145206.600001,1277.0,1184.6,507366.5,1655.9,1587.6
1569,784001,fcfs,0.8,69768.7,71483.7,0.8,69768.7,71483.7,69761.7,71482.7,73521.8
1570,785001,rr,0.7,4.1,6.3,129586.000001,680.6,650.1,463811.6,900.5,891.3
1571,785001,fcfs,0.8,103354.7,104836.2,0.8,103354.7,104836.2,103347.8,104834.3,106225.1
1572,786001,rr,0.8,5.3,7.4,167663.100001,1039.6,965.2,577862.5,1449.5,1242.9
1573,786001,fcfs,0.8,85859.5,87473.8,0.8,85859.5,87473.8,85852.9,87472.6,89394.6
1574,787001,rr,1.1,5.2,7.6,150454.200001,643.2,745.9,535538.4,955.1,961.4
1575,787001,fcfs,0.8,80520.5,82364.7,0.8,80520.5,82364.7,80514.2,82363.3,84276.9
1576,788001,rr,0.9,4.2,6.4,126227.000001,717.2,771.3,474298.4,917.4,1230.2
1577,788001,fcfs,1.0,76863.9,78673.5,1.0,76863.9,78673.5,76860.2,78672.6,80327.7
1578,789001,rr,1.0,5.3,7.7,137615.700001,817.6,802.9,490619.7,1106.0,999.4
1579,789001,fcfs,1.0,106657.5,107833.5,1.0,106657.5,107833.5,106650.3,107832.4,109387.6
1580,790001,rr,1.0,5.7,7.8,120238.500001,832.1,734.9,441854.2,1074.2,1070.4
1581,790001,fcfs,0.8,98255.5,99894.7,0.8,98255.5,99894.7,98248.9,99893.7,101185.5
1582,791001,rr,0.8,3.9,6.2,205722.700002,769.9,842.3,742898.7,1199.5,1192.4
1583,791001,fcfs,0.8,113610.2,115074.1,0.8,113610.2,115074.1,113601.8,115047.4,116640.0
1584,792001,rr,0.9,4.1,6.3,147501.000001,762.7,752.4,527249.1,987.8,982.6
1585,792001,fcfs,0.8,94526.0,95973.3,0.8,94526.0,95973.3,94518.6,95972.0,96902.9
1586,793001,rr,1.2,22.3,24.9,295513.899997,961.9,1002.6,1054416.6,1220.1,1312.9
1587,793001,fcfs,1.0,99599.9,101353.5,1.0,99599.9,101353.5,99592.9,101352.3,102980.0
1588,794001,rr,1.2,5.3,7.5,127636.100001,784.3,827.9,481789.9,1057.1,1061.3
1589,794001,fcfs,0.9,100580.0,102009.6,0.9,100580.0,102009.6,100572.0,102008.5,103562.4
1590,795001,rr,1.4,5.7,7.9,221558.900002,957.5,693.9,764118.0,1235.3,1232.9
1591,795001,fcfs,1.1,118528.0,120293.6,1.1,118528.0,120293.6,118520.7,120292.5,121974.6
1592,796001,rr,0.9,5.7,7.9,92995.1,617.9,828.5,342366.9,1053.4,1182.6
1593,796001,fcfs,0.8,103385.4,104786.0,0.8,103385.4,104786.0,103378.2,104785.0,106409.3
1594,797001,rr,1.1,5.2,7.5,168265.000001,966.3,929.6,584769.3,1220.2,1238.1
1595,797001,fcfs,0.8,99509.5,101157.1,0.8,99509.5,101157.1,99503.4,101155.7,102800.1
1596,798001,rr,1.3,6.3,9.0,159317.100002,1160.7,1083.6,589641.9,1480.7,1471.6
1597,798001,fcfs,0.8,95573.3,96971.8,0.8,95573.3,96971.8,95567.0,96970.7,98177.4
1598,799001,rr,1.1,5.5,7.8,195342.900002,782.0,847.4,700773.3,1070.6,1086.4
1599,799001,fcfs,1.0,88214.7,90063.2,1.0,88214.7,90063.2,88201.4,90062.3,91615.7
1600,800001,rr,1.1,5.8,7.9,175833.900002,839.0,850.2,640940.8,1171.3,1165.9
1601,800001,fcfs,0.9,77171.4,78909.6,0.9,77171.4,78909.6,77164.3,78908.0,80589.5
1602,801001,rr,1.5,5.6,7.8,159184.900001,964.7,1043.2,552807.4,1309.6,1362.6
1603,801001,fcfs,0.9,94752.8,95758.0,0.9,94752.8,95758.0,94746.7,95756.9,96882.1
1604,802001,rr,0.8,4.0,6.2,131218.000001,901.0,923.2,489080.2,1179.9,1188.6
1605,802001,fcfs,0.8,105112.8,106748.3,0.8,105112.8,106748.3,105106.0,106746.9,108674.6
1606,803001,rr,0.8,4.2,6.5,166219.200002,820.3,894.4,623906.0,1157.0,1154.5
1607,803001,fcfs,0.8,114263.4,115380.7,0.8,114263.4,115380.7,114255.8,115379.8,116265.3
1608,804001,rr,0.9,4.8,7.0,160602.700002,708.6,775.2,591194.6,902.8,977.8
1609,804001,fcfs,1.1,105287.1,107553.3,1.1,105287.1,107553.3,105279.7,107551.4,109332.6
1610,805001,rr,1.5,5.7,7.9,130919.500001,724.9,940.7,479326.3,1030.5,1324.7
1611,805001,fcfs,0.9,99885.9,101282.8,0.9,99885.9,101282.8,99879.8,101281.8,102726.8
1612,806001,rr,1.2,5.1,7.1,148212.100001,949.6,961.3,539146.9,1241.3,1397.0
1613,806001,fcfs,0.8,74738.9,76398.6,0.8,74738.9,76398.6,74733.3,76332.2,78362.4
1614,807001,rr,1.1,4.8,7.1,90547.0,953.9,920.9,336734.0,1277.6,1297.7
1615,807001,fcfs,1.0,89651.0,90813.7,1.0,89651.0,90813.7,89644.1,90812.8,91928.7
1616,808001,rr,0.9,13.7,16.1,134453.200001,946.6,884.4,482307.2,1248.6,1243.2
1617,808001,fcfs,0.8,103487.3,104962.2,0.8,103487.3,104962.2,103477.8,104961.4,106609.2
1618,809001,rr,0.8,4.1,6.3,158685.900001,849.0,584.6,562525.6,1082.4,1089.4
1619,809001,fcfs,0.8,123854.0,125611.5,0.8,123854.0,125611.5,123846.8,125610.7,126861.1
1620,810001,rr,0.8,16.9,19.1,131282.400001,1097.1,1076.1,487472.6,1465.2,1349.1
1621,810001,fcfs,0.8,85349.8,86526.9,0.8,85349.8,86526.9,85343.8,86526.0,88542.5
1622,811001,rr,1.1,5.5,8.2,115669.700001,778.4,984.7,428232.6,1116.3,1288.9
1623,811001,fcfs,0.8,85963.2,87437.8,0.8,85963.2,87437.8,85955.1,87436.8,89020.3
1624,812001,rr,0.9,4.1,6.4,198156.400002,725.8,969.0,719894.9,937.3,1353.0
